place_id,place_name,review_id,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNLbDhhY05BEAE,4,,3 years ago,2021-08-04 20:24:08.021521,,,,0,2,3,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNLeDhQb0RREAE,5,,3 years ago,2021-08-04 20:24:08.023215,,,,0,20,3,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNLeDVXM3F3RRAB,5,,3 years ago,2021-08-04 20:24:08.025322,,,,0,10,8,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNLeTctTFZREAE,5,,3 years ago,2021-08-04 20:24:08.027277,,,,0,13,,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNLM2ZPRE1REAE,5,,3 years ago,2021-08-04 20:24:08.029113,,,,0,55,21,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNLM2FQd0x3EAE,5,Pelayanan bagus,3 years ago,2021-08-04 20:24:08.031231,,,,0,16,4,True,Good service,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNLM1ozMDJRRRAB,5,Nyaman,3 years ago,2021-08-04 20:24:08.033641,,,,0,22,14,True,Comfortable,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNLM2RqdnlBRRAB,5,,3 years ago,2021-08-04 20:24:08.035925,,,,0,5,8,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNLeVozYVJBEAE,5,,3 years ago,2021-08-04 20:24:08.657466,,,,0,18,2,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNLNGZTZEp3EAE,5,The pool where you various route,3 years ago,2021-08-04 20:24:08.660186,,,,0,67,20,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNLN3RhaHRRRRAB,4,I havent been to the Primajasa pool for several years... Different atmosphere,3 years ago,2021-08-04 20:24:08.662721,,,,0,69,164,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNLanFLQ0Z3EAE,5,,3 years ago,2021-08-04 20:24:08.664979,,,,0,12,,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNLcHJiMkdnEAE,5,,3 years ago,2021-08-04 20:24:08.666733,,,,0,1,2,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNLaXB1NDNnRRAB,5,,3 years ago,2021-08-04 20:24:08.668392,,,,0,1,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNLaXFqWTF3RRAB,5,,3 years ago,2021-08-04 20:24:08.670030,,,,0,1,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNLX043YUZBEAE,5,"Nyaman, bisnya banyak",3 years ago,2021-08-04 20:24:08.671656,,,,0,8,6,False,"Convenient, there are lots of buses",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNLdkl2OG5nRRAB,5,B aja,3 years ago,2021-08-04 20:24:08.673964,,,,1,14,104,True,Just B,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNLck5LOGRBEAE,4,,3 years ago,2021-08-04 20:24:08.676890,,,,0,9,10,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNLME5MVzVnRRAB,5,Enak banget,3 years ago,2021-08-04 20:24:09.348037,,,,1,315,997,True,Very delicious,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNLa0k3NXFBRRAB,5,Jahit,3 years ago,2021-08-04 20:24:09.350549,,,,0,8,53,True,Sew,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUR5dC1DTFRREAE,4,,3 years ago,2021-08-04 20:24:09.352688,,,,0,58,93,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUR5eTlubllBEAE,5,,3 years ago,2021-08-04 20:24:09.354504,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUR5amV2MFV3EAE,5,Cukup lengkap dengan berbagai jurusan ke arah Barat,3 years ago,2021-08-04 20:24:09.356062,,,,2,181,144,True,Quite complete with various directions to the West,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR5MWIzTjF3RRAB,5,,3 years ago,2021-08-04 20:24:09.358867,,,,0,27,50,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUR5MWUzbEZBEAE,5,,3 years ago,2021-08-04 20:24:09.360775,,,,0,8,455,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR5NVluWDJBRRAB,3,,3 years ago,2021-08-04 20:24:09.362719,,,,0,18,1,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR5MmZiWWp3RRAB,5,"Lokasi mudah, utk menuju Jakarta Lebak bulus, Cililitan dan bekasi",3 years ago,2021-08-04 20:24:09.364587,,,,0,34,6,False,"Easy location, to get to Jakarta, Lebak Bulus, Cililitan and Bekasi",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUR5d1lhZEl3EAE,5,Great Structure,3 years ago,2021-08-04 20:24:09.366860,,,,0,153,101,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR5dnIyVGdBRRAB,5,Cepat sampai,3 years ago,2021-08-04 20:24:10.395303,,,,0,3,,False,Arrive quickly,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR5N3BiOGlBRRAB,5,The bus is Prima,3 years ago,2021-08-04 20:24:10.397547,,,,0,12,6,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUR5cnRmbGZREAE,4,,3 years ago,2021-08-04 20:24:10.399585,,,,0,133,549,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR5anFxaTN3RRAB,4,Bus yg lumayan nyaman untuk digunakan dalam perjalanan...,3 years ago,2021-08-04 20:24:10.401282,,,,0,2,,False,The bus is quite comfortable to use when traveling...,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR5OXN1M3R3RRAB,5,,3 years ago,2021-08-04 20:24:10.403391,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR5c3JYT3d3RRAB,4,Nyaman,3 years ago,2021-08-04 20:24:10.404962,,,,0,16,131,True,Comfortable,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR5dE91RWpRRRAB,5,top lah,3 years ago,2021-08-04 20:24:10.407469,,,,0,147,86,True,top,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR5LU5icF93RRAB,5,Tempatnya luas dan nyaman,3 years ago,2021-08-04 20:24:10.410505,,,,0,24,1,True,The place is spacious and comfortable,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR5LU9MeXRBRRAB,4,,3 years ago,2021-08-04 20:24:10.412865,,,,0,3,21,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUR5ME8tUnZRRRAB,4,,3 years ago,2021-08-04 20:24:10.414816,,,,0,2,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUN5eDdMVzV3RRAB,5,Pelayanan ok,3 years ago,2021-08-04 20:24:11.018050,,,,0,5,1,False,Service ok,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUN5aF83U19RRRAB,5,,3 years ago,2021-08-04 20:24:11.020342,,,,0,2,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUN5dzgyV2hRRRAB,3,Tepat waktu,3 years ago,2021-08-04 20:24:11.021992,,,,0,63,,True,On time,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUN5bGRYbGh3RRAB,5,,3 years ago,2021-08-04 20:24:11.024494,,,,0,7,9,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUN5aFotTXh3RRAB,5,,3 years ago,2021-08-04 20:24:11.026457,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUN5dVoyTkhnEAE,1,"Supir nya ugal ugalan,, sampai saya dan penumpang ibu ibu samping saya ketakutan ,, punten pak supir bpk itu lagi bawa nyawa orang bukang kardus kosong,,",3 years ago,2021-08-04 20:24:11.028209,,,,3,1,,False,"The driver was so reckless, to the point that I and the passenger next to me were scared... The driver was carrying someones life, not an empty cardboard box...",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUN5bWM2MGFBEAE,5,,3 years ago,2021-08-04 20:24:11.030912,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUN5eWJLS0VBEAE,5,Mantpa,3 years ago,2021-08-04 20:24:11.032841,,,,0,14,49,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUN5bnAzcWFnEAE,4,,3 years ago,2021-08-04 20:24:11.035012,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUN5bnJLZXJBRRAB,4,,3 years ago,2021-08-04 20:24:11.036727,,,,0,47,4,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUN5bG9paFJnEAE,5,,3 years ago,2021-08-04 20:24:11.638712,,,,0,15,12,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUN5alB2VldBEAE,5,,3 years ago,2021-08-04 20:24:11.641400,,,,0,2,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUN5cEx6aGRnEAE,5,,3 years ago,2021-08-04 20:24:11.643310,,,,0,18,26,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUN5aE96eVJ3EAE,5,,3 years ago,2021-08-04 20:24:11.645196,,,,0,11,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURTbDY2X0xnEAE,5,,3 years ago,2021-08-04 20:24:11.647001,,,,0,1,2,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURTaF91dmFREAE,4,Biar tau kalian jalan pulang orang tasikmalaya dan sekitar nya !,3 years ago,2021-08-04 20:24:11.648812,,,,0,1,,False,So that you know the way home for the people of Tasikmalaya and its surroundings!,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURTMl9HR2hRRRAB,5,Tempat aman nyaman.besih. pelayanan memuaskan.,3 years ago,2021-08-04 20:24:11.650892,,,,0,150,369,True,"Clean, comfortable, safe place. satisfactory service.",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURTMjk2OGhRRRAB,4,"Selalu padat di setiap akhir pekan, apalagi setelah libur panjang. Orang2 terlihat menggunakan masker, ada fasilitas cuci tangan, mushola, toilet, ATM Saran : Sediakan hand sanitizer di Bis, Ada petugas yang mengatur kepadatan penumpang dengan mengingatkan jaga jarak, pertimbangkan tiket online",3 years ago,2021-08-04 20:24:11.653004,,,,3,135,170,True,"Its always busy every weekend, especially after a long holiday. People were seen wearing masks, there were hand washing facilities, prayer rooms, toilets, ATMs Suggestions: Provide hand sanitizer on buses. There are officers who regulate passenger density by reminding them to keep their distance. Consider online tickets",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURTazdQbGRREAE,5,The solution for those who want to go to Jakarta or return from Jakarta is recommended to take this bus. Neat and orderly departure schedule. from Jakarta the last bus is at 12 at night. from Tasikmalaya last time at 9 pm,3 years ago,2021-08-04 20:24:11.655217,,,,2,35,70,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURTcmFId05REAE,4,,3 years ago,2021-08-04 20:24:11.657967,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURTOWNiZHlBRRAB,4,,3 years ago,2021-08-04 20:24:12.258171,,,,0,39,96,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURTbGI3aXZRRRAB,5,,3 years ago,2021-08-04 20:24:12.260366,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURTeFpqakdnEAE,4,,3 years ago,2021-08-04 20:24:12.262081,,,,0,,,,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURTOGVfZWJREAE,5,Sekarang ongkos dari cililitan ke full frimajasa tasikmalaya berapa ya.?,3 years ago,2021-08-04 20:24:12.263705,,,,0,1,,False,Now how much does it cost from Cililitan to Full Frimajasa Tasikmalaya?,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURTNGZMZ2dBRRAB,5,,3 years ago,2021-08-04 20:24:12.265904,,,,0,3,1,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURTM29POHpnRRAB,4,,3 years ago,2021-08-04 20:24:12.267528,,,,0,1,2,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURTM3FqX1J3EAE,4,,3 years ago,2021-08-04 20:24:12.269182,,,,0,37,132,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURTOW83T2x3RRAB,4,"Sangat jelas informasinya, mohon diperbaiki papan informasinya",3 years ago,2021-08-04 20:24:12.270950,,,,1,10,23,True,"The information is very clear, please fix the information board",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURTMXJqTFV3EAE,5,,3 years ago,2021-08-04 20:24:12.273898,,,,0,9,14,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURTLXNDQjhRRRAB,4,Terimakasih jm 9 malam masih melayani penumpang,3 years ago,2021-08-04 20:24:12.275750,,,,0,46,202,True,"Thank you, at 9 pm we are still serving passengers",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURTeHVMcVhREAE,5,"Masih sama sprti dulu,armada banyak jd ga khawatir kehabisan bus",3 years ago,2021-08-04 20:24:13.082577,,,,0,59,39,True,"Its still the same as before, there are lots of fleets so you dont have to worry about running out of buses",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNpdzRXcUNBEAE,5,Pool nya strategis,3 years ago,2021-08-04 20:24:13.085069,,,,0,102,128,True,The pool is strategic,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURTbXZXWnR3RRAB,5,,3 years ago,2021-08-04 20:24:13.087407,,,,0,1,1,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURTcXVPUVNREAE,5,"Tempat strategis,akses ke dalam dan luar kota tersedia,untuk belanja ada kantin primajasa dan yomart,ATM ada..pokonya komplit",3 years ago,2021-08-04 20:24:13.089257,,,,0,27,7,True,"Strategic location, access to inside and outside the city is available, for shopping there is a Primajasa canteen and Yomart, there is an ATM... the shops are complete",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURTOHJTbHdRRRAB,4,Tempat pool ok..cepat tepat waktu juga bis nya,3 years ago,2021-08-04 20:24:13.092030,,,,0,5,21,False,The pool area is ok...the bus is fast and on time too,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURTMHAyM3p3RRAB,5,"A good transportation by bus and they have their bus pool in Jakarta as well,  keep save when we come veey early morning.",3 years ago,2021-08-04 20:24:13.094248,,,,0,56,7,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNTeTdiT0R3EAE,5,Aman nyaman,3 years ago,2021-08-04 20:24:13.096206,,,,0,97,22,True,Safe and comfortable,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNTcU1idjV3RRAB,5,,3 years ago,2021-08-04 20:24:13.098581,,,,0,3,,False,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNTcUlyQmd3RRAB,5,Bagus,3 years ago,2021-08-04 20:24:13.100201,,,,1,15,3,False,Good,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURpNWJ5UzhnRRAB,5,"Selalu naik dan turun dari pool ,nyaman ga berdesak desakkan",3 years ago,2021-08-04 20:24:13.102271,,,,0,63,437,True,"Always get in and out of the pool, its comfortable without being jostled",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURpLS1fZ0pBEAE,5,Bagus,3 years ago,2021-08-04 20:24:13.736268,,,,0,102,73,True,Good,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURpNWJuNXN3RRAB,4,,3 years ago,2021-08-04 20:24:13.738768,,,,0,38,,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURpNWR5bHRnRRAB,5,,3 years ago,2021-08-04 20:24:13.740912,,,,0,38,53,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURpX3IyYWNREAE,5,,3 years ago,2021-08-04 20:24:13.742806,,,,0,,,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURpM3R5SUVBEAE,5,,3 years ago,2021-08-04 20:24:13.744427,,,,0,35,2,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURpN0xIWXdRRRAB,5,Mantep,3 years ago,2021-08-04 20:24:13.746267,,,,0,26,4,True,Great,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSURpckl5d1lREAE,5,Transfortasi asli Tasikmalaya (PRIMAJASA),3 years ago,2021-08-04 20:24:13.748445,,,,1,176,,False,Tasikmalaya original transportation (PRIMAJASA),
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSURpcElxdl93RRAB,5,Strategic location in the city.. Comfortable... Its just like a terminal...,3 years ago,2021-08-04 20:24:13.750509,,,,2,252,1468,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNpajYyRDh3RRAB,5,Cool,3 years ago,2021-08-04 20:24:13.752655,,,,0,15,1,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNpNjV6MkhBEAE,5,,3 years ago,2021-08-04 20:24:13.754721,,,,0,5,16,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNpaS1YVXB3RRAB,5,Ingat waktu pas pacaran sama mantan sekarang jadi istri,3 years ago,2021-08-04 20:24:14.450463,,,,0,6,,False,"Remember when you were dating your ex, now your wife",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNpOFpMeHJ3RRAB,4,"First class bus pool. Modern simple minimalist. There is a mini market, toilet, mosque, toilet. Musola and toilets need to be cleaned & repainted. It is definitely the place where the passengers of the primajasa bus get on and off. STEADY",3 years ago,2021-08-04 20:24:14.452600,,,,1,170,190,True,"Pool beus primajasa. Minimalis simpel modern. Aya mini market, aya tolet, mushola, wc. Musola jeung toiletn perlu dibersihan & dicet ulang. Nu pasti mah didieu tempat turun naek penumpang beus primajasa. Mantap",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNpcnVYeWt3RRAB,5,Harus lebih diperbaiki selain jalan yg ada di pool bis nya sendiri juga diluar tersebut & FaSum lebih dioptimalkan lagi untuk kenyamanan para pengguna layanan Bis Primajasa,3 years ago,2021-08-04 20:24:14.455049,,,,1,251,8721,True,It must be further improved apart from the roads in the bus pool itself as well as outside it & the FaSum must be further optimized for the comfort of Primajasa Bus service users,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNpbHB1TmtBRRAB,1,"Bad experince dari jam 13.00 samapai jam 14.30 sudah 3 armada jurusan tasik-lebak bulus menolak saya, dan jujur tersinggung karena terlihat seat masih banyak yg kosong tetapi melambaikan tangan apakah karna kaki saya yg cidera serta membawa tongkat sehingga menolak saya, mohon di tindak lanjuti kejadian tanggal 1 november 2020, masih lanjut sampe sekarang jam 15.30 udah 8 bis jurusan yg sama menolak",3 years ago,2021-08-04 20:24:14.457711,,,,1,5,28,True,"Bad experience from 13.00 to 14.30 3 fleets on the Tasik-Lebak Bulus route rejected me, and to be honest, they were offended because it looked like there were still many empty seats but waved, was it because my leg was injured and I was carrying a stick so they rejected me, please follow up on the incident November 1 2020, still continuing until now at 15.30 already 8 buses in the same direction have refused",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNpeHNQeXBRRRAB,5,lumayan bagus,3 years ago,2021-08-04 20:24:14.460144,,,,0,76,92,True,pretty good,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNpeXVEZEh3EAE,5,,3 years ago,2021-08-04 20:24:14.462608,,,,0,19,,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNpa3MzVHh3RRAB,5,,3 years ago,2021-08-04 20:24:14.464405,,,,0,3,95,True,,
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChZDSUhNMG9nS0VJQ0FnSUNpbkpuY0hREAE,3,"Mohon di tertibkan untuk tukang ojek pangkalan nya, kadang suka maksa, bikin kurang nyaman",3 years ago,2021-08-04 20:24:14.466186,,,,1,60,19,True,"Please discipline the motorbike taxi drivers at the base, sometimes they like to be pushy, making it uncomfortable",
ChIJ4c6x2MhQby4Rwv5z4w8neKM,Pool Primajasa Tasikmalaya,ChdDSUhNMG9nS0VJQ0FnSUNpaklqaDdBRRAB,4,,3 years ago,2021-08-04 20:24:14.468345,,,,0,,,,,
